Time (s),Cases
0.242887279,P180
0.272465307,P180
0.278193916,P180
0.258194589,P180
0.243116628,P180
0.215481109,P180
0.279612757,P180
0.209210513,P180
0.256902757,P180
0.269218753,P180
0.223110217,P180
0.246093775,P180
0.246253758,P180
0.235238631,P180
0.22511208,P180
0.273476497,P180
0.257935441,P180
0.282496601,P180
0.260443386,P180
0.221233411,P180
0.290163812,P180
0.261874684,P180
0.235886134,P180
0.221322561,P180
0.27235051,P180
0.260449248,P180
0.24127768,P180
0.253426854,P180
0.238143969,P180
0.260046971,P180
0.271793135,P180
0.223804861,P180
0.217084358,P180
0.276687146,P180
0.252685071,P180
0.291058006,P180
0.210099578,P180
0.238065321,P180
0.209484804,P180
0.278253268,P180
0.22350761,P180
0.2568075,P180
0.25018543,P180
0.216366267,P180
0.296940492,P180
0.22269011,P180
0.253444196,P180
0.219224465,P180
0.295880208,P180
0.220522647,P180
0.223162242,P180
0.24452863,P180
0.254374539,P180
0.274548016,P180
0.260163722,P180
0.239469751,P180
0.253938067,P180
0.252713892,P180
0.269158424,P180
0.215196316,P180
0.255343718,P180
0.267533437,P180
0.246526096,P180
0.220946418,P180
0.23280054,P180
0.223341521,P180
0.282744758,P180
0.255173721,P180
0.214723939,P180
0.26434648,P180
0.214040775,P180
0.238914574,P180
0.262474803,P180
0.285864058,P180
0.213672936,P180
0.212874732,P180
0.283392994,P180
0.211249257,P180
0.281528643,P180
0.217892577,P180
0.287420166,P180
0.253714579,P180
0.214337781,P180
0.277975802,P180
0.227797106,P180
0.328961984,P180
0.211291023,P180
0.314033504,P180
0.252405406,P180
0.272269664,P180
0.26524385,P180
0.243258292,P180
0.218839285,P180
0.279560732,P180
0.214815288,P180
0.254557726,P180
0.238029416,P180
0.222148366,P180
0.236095944,P180
0.212406751,P180
0.294978442,P180
0.211364786,P180
0.258275679,P180
0.275258047,P180
0.22053779,P180
0.287364966,P180
0.227562627,P180
0.272418167,P180
0.242990596,P180
0.23697011,P180
0.224319249,P180
0.271201076,P180
0.246745187,P180
0.213771124,P180
0.246742256,P180
0.247692872,P180
0.257071777,P180
0.252791563,P180
0.241731738,P180
0.25702879,P180
0.282133159,P180
0.220426169,P180
0.277123618,P180
0.256180514,P180
0.256130443,P180
0.275435127,P180
0.255451187,P180
0.284068341,P180
0.265075807,P180
0.282994624,P180
0.262934723,P180
0.243742638,P180
0.2629081,P180
0.23463729,P180
0.218265545,P180
0.234948708,P180
0.22123854,P180
0.260433128,P180
0.304762068,P180
0.285720684,P180
0.246935945,P180
0.214573481,P180
0.23962436,P180
0.252255682,P180
0.291078523,P180
0.256814583,P180
0.241079106,P180
0.220356313,P180
0.303773593,P180
0.257459889,P180
0.253955408,P180
0.234145618,P180
0.215668448,P180
0.231802784,P180
0.225700963,P180
0.276306851,P180
0.24679135,P180
0.271827085,P180
0.214796969,P180
0.281651501,P180
0.244645381,P180
0.251270382,P180
0.238052864,P180
0.256834368,P180
0.277672445,P180
0.242767597,P180
0.270382599,P180
0.212348376,P180
0.257478451,P180
0.246154105,P180
0.229459707,P180
0.220586884,P180
0.225811852,P180
0.299770113,P180
0.252023401,P180
0.25103053,P180
0.267416687,P180
0.279083226,P180
0.252201703,P180
0.27578538,P180
0.257926159,P180
0.279155035,P180
0.249602652,P180
0.279500402,P180
0.222041629,P180
0.237742424,P180
0.259324483,P180
0.215964722,P180
0.255201077,P180
0.220167753,P180
0.246614269,P180
0.229932084,P180
0.233689605,P180
0.225712443,P180
0.258859434,P180
0.285445171,P180
0.207102158,P180
0.253289586,P180
0.25772441,P180
0.246462591,P180
0.216977865,P180
0.24586638,P180
0.213029585,P180
0.300823069,P180
0.278669224,P180
0.261751582,P180
0.275396291,P180
0.257065915,P180
0.237284458,P180
0.243575816,P180
0.238268047,P180
0.221450548,P180
0.215720962,P180
0.248788083,P180
0.270652982,P180
0.284508722,P180
0.244340803,P180
0.27110875,P180
0.21443084,P180
0.281961941,P180
0.221111286,P180
0.272657775,P180
0.260440211,P180
0.273624756,P180
0.22505346,P180
0.288349288,P180
0.265389422,P180
0.2256272,P180
0.243612453,P180
0.265706946,P180
0.239196192,P180
0.263451065,P180
0.273861677,P180
0.255553527,P180
0.266688581,P180
0.245108232,P180
0.24005668,P180
0.213032761,P180
0.210747081,P180
0.285539451,P180
0.216682813,P180
0.298203746,P180
0.255702275,P180
0.267361486,P180
0.21614913,P180
0.233943868,P180
0.211801259,P180
0.221932939,P180
0.270561877,P180
0.214772056,P180
0.258364586,P180
0.207295603,P180
0.246368311,P180
0.257116719,P180
0.230055918,P180
0.251114552,P180
0.24849816,P180
0.282346144,P180
0.218734746,P180
0.283660446,P180
0.220721954,P180
0.284089835,P180
0.209150916,P180
0.278001204,P180
0.257882195,P180
0.239516891,P180
0.222937045,P180
0.254704275,P180
0.275895047,P180
0.263820857,P180
0.284196328,P180
0.217322012,P180
0.262904925,P180
0.214428886,P180
0.240281145,P180
0.221921703,P180
0.280293966,P180
0.211259271,P180
0.209469661,P180
0.279662095,P180
0.246630634,P180
0.291288577,P180
0.22935932,P180
0.251306043,P180
0.247537041,P180
0.252621566,P180
0.258973253,P180
0.272380309,P180
0.245708595,P180
0.254109041,P180
0.284323337,P180
0.254930693,P180
0.233605584,P180
0.213273346,P180
0.26817801,P180
0.273497014,P180
0.237827423,P180
0.250852229,P180
0.278832138,P180
0.25410611,P180
0.276108276,P180
0.217745295,P180
0.21750129,P180
0.250065504,P180
0.216030181,P180
0.249633183,P180
0.221666708,P180
0.219212985,P180
0.280298363,P180
0.209441083,P180
0.279986701,P180
0.259914588,P180
0.276443386,P180
0.214640894,P180
0.244352038,P180
0.261352968,P180
0.290991571,P180
0.253852091,P180
0.276875462,P180
0.25878567,P180
0.275582653,P180
0.26183023,P180
0.276119512,P180
0.220790832,P180
0.251292853,P180
0.233931412,P180
0.246755689,P180
0.268466956,P180
0.250518341,P180
0.290751718,P180
0.217266812,P180
0.277764771,P180
0.249704015,P180
0.276268992,P180
0.217322012,P180
0.270397009,P180
0.251180255,P180
0.287060632,P180
0.208455296,P180
0.215248585,P180
0.280041902,P180
0.262765703,P180
0.281698641,P180
0.215984018,P180
0.243932175,P180
0.249942646,P180
0.284073226,P180
0.214798923,P180
0.23343461,P180
0.270854731,P180
0.218407942,P180
0.253885797,P180
0.253260032,P180
0.274654508,P180
0.269250506,P180
0.238765826,P180
0.269601003,P180
0.239218663,P180
0.212169097,P180
0.284321383,P180
0.208634574,P180
0.220633047,P180
0.28289839,P180
0.220393439,P180
0.28093976,P180
0.213730335,P180
0.273248857,P180
0.21402441,P180
0.246634542,P180
0.255656845,P180
0.211597555,P180
0.241619139,P180
0.237417818,P180
0.291273189,P180
0.226612744,P180
0.290455689,P180
0.253423679,P180
0.281903565,P180
0.223781169,P180
0.289390276,P180
0.216808845,P180
0.257903688,P180
0.258823529,P180
0.263082249,P180
0.291567265,P180
0.218318791,P180
0.247288396,P180
0.235450639,P180
0.277588424,P180
0.224118232,P180
0.206315433,P180
0.233163005,P180
0.217449021,P180
0.284791562,P180
0.262641625,P180
0.270369165,P180
0.218358848,P180
0.223922589,P180
0.2457169,P180
0.260563068,P180
0.288471168,P180
0.213871511,P180
0.241719526,P180
0.260111452,P180
0.291678887,P180
0.22424231,P180
0.248862823,P180
0.247610071,P180
0.288234736,P180
0.213524433,P180
0.217825164,P180
0.237089792,P180
0.262217609,P180
0.284957407,P180
0.216356985,P180
0.27251953,P180
0.251244736,P180
0.282207655,P180
0.250361777,P180
0.236219045,P180
0.216662296,P180
0.221718977,P180
0.234997069,P180
0.224759629,P180
0.278120153,P180
0.221426855,P180
0.215336759,P180
0.284887796,P180
0.249629275,P180
0.240909108,P180
0.215174822,P180
0.23600606,P180
0.210790069,P180
0.24415957,P180
0.277154149,P180
0.226664036,P180
0.24871432,P180
0.253869433,P180
0.245235241,P180
0.213071352,P180
0.285929761,P180
0.220635245,P180
0.289792798,P180
0.222879647,P180
0.226907796,P180
0.236224174,P180
0.265525713,P180
0.240314851,P180
